,NeighbourValue,RelativesValue,TipState,tip
0,-1.9397759057275465,,-2.486521342669036,'Canichana [cani1243][caz]-l-':1;
1,-1.9467937637230197,,-4.841756560732279,'Pawnee [pawn1254][paw]-l-':1
2,-1.949423763254886,1.6300137037962983,-1.047100134675075,'Yuki [yuki1243][yuk]-l-':1
3,-1.6987512753831298,-1.047100134675075,1.6300137037962983,'Wappo [wapp1239][wao]-l-':1
4,-1.879697393393767,-0.02636663398201716,-0.6704069315369459,'Aka-Bea [akab1249][abj]-l-':1
5,-1.5576772446163025,-0.6704069315369459,-0.02636663398201716,'Aka-Jeru [akaj1239][akj]-l-':1
6,0.25932275293544466,1.6010897322895137,2.6104944461152555,'Bench [benc1235][bcq]-l-':1
7,0.7260231093304697,1.6972414448874353,1.2643704697443516,'Kachama-Ganjule-Haro [kach1284][kcx]-l-':1
8,0.303057535452859,1.7455547098849298,0.5879847597794267,'Dawro [dawr1236][dwr]-l-':1
9,0.25518763000311406,1.5702242388304477,3.0426113545421787,'Anfillo [anfi1235][myo]-l-':1
10,0.31910652751193214,1.637843644638503,2.0959396732294033,'Male {Ethiopia} [male1284][mdy]-l-':1
11,0.3300554799367455,1.6803494465764022,1.500858446098814,'Gamo [gamo1243][gmv]-l-':1
12,0.27024940265446945,1.5456634948626482,3.386461770091371,'Melo [melo1242][mfx]-l-':1
13,0.6013851483120183,1.7330669932320848,0.7628127929192569,'Wolaytta [wola1242][wal]-l-':1
14,0.2538585337394666,1.6139696775371764,2.4301752126479763,'Kafa [kafa1242][kbr]-l-':1
15,0.447231360536572,1.7618274679660446,0.36016614664381924,'Gofa [gofa1235][gof]-l-':1
16,0.40411800010364113,1.6221012830766326,2.316332735095589,'Boro {Ethiopia} [boro1277][bwo]-l-':1
17,0.07230671921061133,1.736124377774919,0.7200094093195796,'Chara [char1269][cra]-l-':1
18,0.5463419160358753,1.7000784298082834,1.2246526808524771,'Zayse-Zergulla [zays1235][zay]-l-':1
19,0.49085243215374275,1.6876827032502735,1.398192852664615,'Koorete [koor1239][kqy]-l-':1
20,0.4555493943630866,1.6929330535531508,1.3246879484243346,'Yemsa [yems1235][jnj]-l-':1
21,0.951314694385599,,1.5783934489449545,'Monumbo [nucl1458][mxk]-l-':1
22,0.9340576816518977,2.310554602323497,-0.0048757456112211795,'Yimas [yima1243][yee]-l-':1
23,0.9676847533301902,-0.0048757456112211795,2.310554602323497,'Awar [awar1249][aya]-l-':1
24,-3.114507446842324,,-3.5103793757729207,'Central Kalapuya [kala1400][kyl]-l-':1
25,-2.490069984370516,-3.0386051874972577,-3.3638115983866355,'ItzÃ¡ [itza1241][itz]-l-':1
26,-3.23348988508631,-3.11583344851245,-2.2826159441739544,'Popti'' [popt1235][jac]-l-':1
27,-3.109407061992966,-3.0761766059793265,-2.837811739637686,'Mam [mamm1241][mam]-l-':1
28,-3.227470667335905,-3.0415408954414693,-3.322711687167673,'Mocho [moch1257][mhc]-l-':1
29,-3.375627903763257,-2.9838481454552843,-4.1304101869742675,'Tojolabal [tojo1241][toj]-l-':1
30,-3.273458123055753,-3.078720084683681,-2.802203037776718,'Akateko [west2635][knj]-l-':1
31,-3.336113118851571,-3.0205404457304215,-3.616717983122349,'Tektiteko [tekt1235][ttc]-l-':1
32,-1.814615687466813,-3.007161751406646,-3.8040197036552037,'Yucatec Maya [yuca1254][yua]-l-':1
33,-2.5111098049440224,-3.0538104349321804,-3.1509381342977307,'Achi [achi1256][acr]-l-':1
34,-2.465509414097893,-3.0896393134541396,-2.649333834990303,'K''iche'' [kich1262][quc]-l-':1
35,-2.962192561224307,-3.046738149725562,-3.249950127190385,'Q''anjob''al [qanj1241][kjb]-l-':1
36,-2.548089930379639,-2.9930180870615186,-4.002031004486991,'MopÃ¡n Maya [mopa1243][mop]-l-':1
